FIPS Code,Name,State,Value,LowRange($),HighRange($),Average($)
8109,Saguache,(CO),19463,"18,752","20,004","19,378"
8115,Sedgwick,(CO),22088,"21,533","36,976","29,255"
8117,Summit,(CO),15204,"5,293","17,395","11,344"
8119,Teller,(CO),16433,"5,293","17,395","11,344"
8121,Washington,(CO),16738,"5,293","17,395","11,344"
8123,Weld,(CO),19512,"18,752","20,004","19,378"
8125,Yuma,(CO),18011,"17,395","18,752","18,074"
19001,Adair,(IA),18907,"18,752","20,004","19,378"
19003,Adams,(IA),23931,"21,533","36,976","29,255"
19009,Audubon,(IA),19942,"18,752","20,004","19,378"
19015,Boone,(IA),17413,"17,395","18,752","18,074"
19021,Buena Vista,(IA),15938,"5,293","17,395","11,344"
19025,Calhoun,(IA),15456,"5,293","17,395","11,344"
19027,Carroll,(IA),16209,"5,293","17,395","11,344"
19029,Cass,(IA),20998,"20,004","21,533","20,769"
19035,Cherokee,(IA),17757,"17,395","18,752","18,074"
19039,Clarke,(IA),20152,"20,004","21,533","20,769"
19041,Clay,(IA),15655,"5,293","17,395","11,344"
19047,Crawford,(IA),18124,"17,395","18,752","18,074"
19049,Dallas,(IA),14408,"5,293","17,395","11,344"
19053,Decatur,(IA),17241,"5,293","17,395","11,344"
19059,Dickinson,(IA),14533,"5,293","17,395","11,344"
19063,Emmet,(IA),18303,"17,395","18,752","18,074"
19071,Fremont,(IA),21748,"21,533","36,976","29,255"
19073,Greene,(IA),18716,"17,395","18,752","18,074"
19077,Guthrie,(IA),15116,"5,293","17,395","11,344"
19079,Hamilton,(IA),16907,"5,293","17,395","11,344"
19081,Hancock,(IA),21370,"20,004","21,533","20,769"
19085,Harrison,(IA),21350,"20,004","21,533","20,769"
19091,Humboldt,(IA),17567,"17,395","18,752","18,074"
19093,Ida,(IA),21244,"20,004","21,533","20,769"
19109,Kossuth,(IA),18293,"17,395","18,752","18,074"
19119,Lyon,(IA),20101,"20,004","21,533","20,769"
19121,Madison,(IA),17285,"5,293","17,395","11,344"
19129,Mills,(IA),17883,"17,395","18,752","18,074"
19133,Monona,(IA),21027,"20,004","21,533","20,769"
19137,Montgomery,(IA),20110,"20,004","21,533","20,769"
19141,O'Brien,(IA),18795,"18,752","20,004","19,378"
19143,Osceola,(IA),14991,"5,293","17,395","11,344"
19145,Page,(IA),22884,"21,533","36,976","29,255"
19147,Palo Alto,(IA),18415,"17,395","18,752","18,074"
19149,Plymouth,(IA),16723,"5,293","17,395","11,344"
19151,Pocahontas,(IA),18185,"17,395","18,752","18,074"
19155,Pottawattamie,(IA),18094,"17,395","18,752","18,074"
19159,Ringgold,(IA),20027,"20,004","21,533","20,769"
19161,Sac,(IA),16704,"5,293","17,395","11,344"
19165,Shelby,(IA),19578,"18,752","20,004","19,378"
19167,Sioux,(IA),19315,"18,752","20,004","19,378"
19173,Taylor,(IA),20352,"20,004","21,533","20,769"
19175,Union,(IA),16158,"5,293","17,395","11,344"
19187,Webster,(IA),15102,"5,293","17,395","11,344"
19189,Winnebago,(IA),20027,"20,004","21,533","20,769"
19193,Woodbury,(IA),17845,"17,395","18,752","18,074"
19197,Wright,(IA),17949,"17,395","18,752","18,074"
20001,Allen,(KS),22861,"21,533","36,976","29,255"
20003,Anderson,(KS),21154,"20,004","21,533","20,769"
20005,Atchison,(KS),22088,"21,533","36,976","29,255"
20007,Barber,(KS),23222,"21,533","36,976","29,255"
20009,Barton,(KS),19805,"18,752","20,004","19,378"
20011,Bourbon,(KS),19162,"18,752","20,004","19,378"
20013,Brown,(KS),23177,"21,533","36,976","29,255"
20015,Butler,(KS),16708,"5,293","17,395","11,344"
20017,Chase,(KS),20251,"20,004","21,533","20,769"
20019,Chautauqua,(KS),18538,"17,395","18,752","18,074"
20021,Cherokee,(KS),22260,"21,533","36,976","29,255"
20023,Cheyenne,(KS),26813,"21,533","36,976","29,255"
20025,Clark,(KS),22772,"21,533","36,976","29,255"
20027,Clay,(KS),22905,"21,533","36,976","29,255"
20029,Cloud,(KS),15753,"5,293","17,395","11,344"
20031,Coffey,(KS),19654,"18,752","20,004","19,378"
20033,Comanche,(KS),23918,"21,533","36,976","29,255"
20035,Cowley,(KS),17025,"5,293","17,395","11,344"
20037,Crawford,(KS),19224,"18,752","20,004","19,378"
20039,Decatur,(KS),23496,"21,533","36,976","29,255"
20041,Dickinson,(KS),20526,"20,004","21,533","20,769"
20043,Doniphan,(KS),19885,"18,752","20,004","19,378"
20045,Douglas,(KS),17284,"5,293","17,395","11,344"
20047,Edwards,(KS),28004,"21,533","36,976","29,255"
20049,Elk,(KS),19033,"18,752","20,004","19,378"
20051,Ellis,(KS),19994,"18,752","20,004","19,378"
20053,Ellsworth,(KS),23861,"21,533","36,976","29,255"
20055,Finney,(KS),18223,"17,395","18,752","18,074"
20057,Ford,(KS),17447,"17,395","18,752","18,074"
20059,Franklin,(KS),18957,"18,752","20,004","19,378"
20061,Geary,(KS),18682,"17,395","18,752","18,074"
20063,Gove,(KS),21721,"21,533","36,976","29,255"
20065,Graham,(KS),22478,"21,533","36,976","29,255"
20067,Grant,(KS),15529,"5,293","17,395","11,344"
20069,Gray,(KS),13435,"5,293","17,395","11,344"
20071,Greeley,(KS),22707,"21,533","36,976","29,255"
20073,Greenwood,(KS),23314,"21,533","36,976","29,255"
20075,Hamilton,(KS),19699,"18,752","20,004","19,378"
20077,Harper,(KS),22893,"21,533","36,976","29,255"
20079,Harvey,(KS),17142,"5,293","17,395","11,344"
20081,Haskell,(KS),16796,"5,293","17,395","11,344"
20083,Hodgeman,(KS),20800,"20,004","21,533","20,769"
20085,Jackson,(KS),21916,"21,533","36,976","29,255"
20087,Jefferson,(KS),18068,"17,395","18,752","18,074"
20089,Jewell,(KS),27104,"21,533","36,976","29,255"
20091,Johnson,(KS),18719,"17,395","18,752","18,074"
20093,Kearny,(KS),20082,"20,004","21,533","20,769"
20095,Kingman,(KS),19366,"18,752","20,004","19,378"
20097,Kiowa,(KS),28848,"21,533","36,976","29,255"
20099,Labette,(KS),18658,"17,395","18,752","18,074"
20101,Lane,(KS),19612,"18,752","20,004","19,378"
20103,Leavenworth,(KS),20362,"20,004","21,533","20,769"
20105,Lincoln,(KS),26669,"21,533","36,976","29,255"
20107,Linn,(KS),18611,"17,395","18,752","18,074"
20109,Logan,(KS),27254,"21,533","36,976","29,255"
20111,Lyon,(KS),23886,"21,533","36,976","29,255"
20113,McPherson,(KS),16504,"5,293","17,395","11,344"
20115,Marion,(KS),18329,"17,395","18,752","18,074"
20117,Marshall,(KS),18529,"17,395","18,752","18,074"
20119,Meade,(KS),20363,"20,004","21,533","20,769"
20121,Miami,(KS),19697,"18,752","20,004","19,378"
20123,Mitchell,(KS),18696,"17,395","18,752","18,074"
20125,Montgomery,(KS),19791,"18,752","20,004","19,378"
20127,Morris,(KS),21982,"21,533","36,976","29,255"
20129,Morton,(KS),23816,"21,533","36,976","29,255"
20131,Nemaha,(KS),20253,"20,004","21,533","20,769"
20133,Neosho,(KS),24262,"21,533","36,976","29,255"
20135,Ness,(KS),16350,"5,293","17,395","11,344"
20137,Norton,(KS),17284,"5,293","17,395","11,344"
20139,Osage,(KS),18401,"17,395","18,752","18,074"
20141,Osborne,(KS),17352,"5,293","17,395","11,344"
20143,Ottawa,(KS),22116,"21,533","36,976","29,255"
20145,Pawnee,(KS),26098,"21,533","36,976","29,255"
20147,Phillips,(KS),21204,"20,004","21,533","20,769"
20149,Pottawatomie,(KS),18545,"17,395","18,752","18,074"
20151,Pratt,(KS),22622,"21,533","36,976","29,255"
20153,Rawlins,(KS),26176,"21,533","36,976","29,255"
20155,Reno,(KS),18698,"17,395","18,752","18,074"
20157,Republic,(KS),19435,"18,752","20,004","19,378"
20159,Rice,(KS),20062,"20,004","21,533","20,769"
20161,Riley,(KS),17935,"17,395","18,752","18,074"
20163,Rooks,(KS),22651,"21,533","36,976","29,255"
20165,Rush,(KS),23156,"21,533","36,976","29,255"
20167,Russell,(KS),21819,"21,533","36,976","29,255"
20169,Saline,(KS),18448,"17,395","18,752","18,074"
20171,Scott,(KS),25253,"21,533","36,976","29,255"
20173,Sedgwick,(KS),17928,"17,395","18,752","18,074"
20175,Seward,(KS),17684,"17,395","18,752","18,074"
20177,Shawnee,(KS),20528,"20,004","21,533","20,769"
20179,Sheridan,(KS),21472,"20,004","21,533","20,769"
20181,Sherman,(KS),29387,"21,533","36,976","29,255"
20183,Smith,(KS),24215,"21,533","36,976","29,255"
20185,Stafford,(KS),21911,"21,533","36,976","29,255"
20187,Stanton,(KS),23159,"21,533","36,976","29,255"
20189,Stevens,(KS),17177,"5,293","17,395","11,344"
20191,Sumner,(KS),15645,"5,293","17,395","11,344"
20193,Thomas,(KS),24062,"21,533","36,976","29,255"
20195,Trego,(KS),25735,"21,533","36,976","29,255"
20197,Wabaunsee,(KS),21492,"20,004","21,533","20,769"
20199,Wallace,(KS),34284,"21,533","36,976","29,255"
20201,Washington,(KS),19887,"18,752","20,004","19,378"
20203,Wichita,(KS),28281,"21,533","36,976","29,255"
20205,Wilson,(KS),20003,"18,752","20,004","19,378"
20207,Woodson,(KS),29605,"21,533","36,976","29,255"
20209,Wyandotte,(KS),23581,"21,533","36,976","29,255"
22017,Caddo,(LA),24256,"21,533","36,976","29,255"
27013,Blue Earth,(MN),17955,"17,395","18,752","18,074"
27015,Brown,(MN),19504,"18,752","20,004","19,378"
27033,Cottonwood,(MN),21505,"20,004","21,533","20,769"
27043,Faribault,(MN),17648,"17,395","18,752","18,074"
27063,Jackson,(MN),17056,"5,293","17,395","11,344"
27079,Le Sueur,(MN),19274,"18,752","20,004","19,378"
27081,Lincoln,(MN),21775,"21,533","36,976","29,255"
27083,Lyon,(MN),19551,"18,752","20,004","19,378"
27091,Martin,(MN),19568,"18,752","20,004","19,378"
27101,Murray,(MN),20632,"20,004","21,533","20,769"
27103,Nicollet,(MN),16503,"5,293","17,395","11,344"
27105,Nobles,(MN),18667,"17,395","18,752","18,074"
27117,Pipestone,(MN),16165,"5,293","17,395","11,344"
27127,Redwood,(MN),20482,"20,004","21,533","20,769"
27133,Rock,(MN),19385,"18,752","20,004","19,378"
27143,Sibley,(MN),21049,"20,004","21,533","20,769"
27165,Watonwan,(MN),20580,"20,004","21,533","20,769"
29003,Andrew,(MO),18516,"17,395","18,752","18,074"
29005,Atchison,(MO),19095,"18,752","20,004","19,378"
29009,Barry,(MO),19231,"18,752","20,004","19,378"
29011,Barton,(MO),25519,"21,533","36,976","29,255"
29013,Bates,(MO),21269,"20,004","21,533","20,769"
29021,Buchanan,(MO),19696,"18,752","20,004","19,378"
29025,Caldwell,(MO),20219,"20,004","21,533","20,769"
29037,Cass,(MO),21035,"20,004","21,533","20,769"
29039,Cedar,(MO),18112,"17,395","18,752","18,074"
29047,Clay,(MO),19186,"18,752","20,004","19,378"
29049,Clinton,(MO),20530,"20,004","21,533","20,769"
29057,Dade,(MO),21933,"21,533","36,976","29,255"
29061,Daviess,(MO),20756,"20,004","21,533","20,769"
29063,DeKalb,(MO),19756,"18,752","20,004","19,378"
29075,Gentry,(MO),20354,"20,004","21,533","20,769"
29081,Harrison,(MO),22432,"21,533","36,976","29,255"
29083,Henry,(MO),20670,"20,004","21,533","20,769"
29087,Holt,(MO),19879,"18,752","20,004","19,378"
29095,Jackson,(MO),21840,"21,533","36,976","29,255"
29097,Jasper,(MO),19739,"18,752","20,004","19,378"
29101,Johnson,(MO),19586,"18,752","20,004","19,378"
29107,Lafayette,(MO),22280,"21,533","36,976","29,255"
29109,Lawrence,(MO),20745,"20,004","21,533","20,769"
29119,McDonald,(MO),20574,"20,004","21,533","20,769"
29145,Newton,(MO),21281,"20,004","21,533","20,769"
29147,Nodaway,(MO),18336,"17,395","18,752","18,074"
29165,Platte,(MO),18547,"17,395","18,752","18,074"
29177,Ray,(MO),20589,"20,004","21,533","20,769"
29185,St. Clair,(MO),20425,"20,004","21,533","20,769"
29217,Vernon,(MO),20453,"20,004","21,533","20,769"
29227,Worth,(MO),16751,"5,293","17,395","11,344"
31001,Adams,(NE),17489,"17,395","18,752","18,074"
31003,Antelope,(NE),20177,"20,004","21,533","20,769"
31005,Arthur,(NE),13092,"5,293","17,395","11,344"
31007,Banner,(NE),34040,"21,533","36,976","29,255"
31009,Blaine,(NE),35354,"21,533","36,976","29,255"
31011,Boone,(NE),18957,"18,752","20,004","19,378"
31013,Box Butte,(NE),22767,"21,533","36,976","29,255"
31015,Boyd,(NE),17872,"17,395","18,752","18,074"
31017,Brown,(NE),20819,"20,004","21,533","20,769"
31019,Buffalo,(NE),18675,"17,395","18,752","18,074"
31021,Burt,(NE),19498,"18,752","20,004","19,378"
31023,Butler,(NE),18599,"17,395","18,752","18,074"
31025,Cass,(NE),17326,"5,293","17,395","11,344"
31027,Cedar,(NE),17857,"17,395","18,752","18,074"
31029,Chase,(NE),22364,"21,533","36,976","29,255"
31031,Cherry,(NE),18836,"18,752","20,004","19,378"
31033,Cheyenne,(NE),25470,"21,533","36,976","29,255"
31035,Clay,(NE),18131,"17,395","18,752","18,074"
31037,Colfax,(NE),15535,"5,293","17,395","11,344"
31039,Cuming,(NE),20215,"20,004","21,533","20,769"
31041,Custer,(NE),19596,"18,752","20,004","19,378"
31043,Dakota,(NE),20649,"20,004","21,533","20,769"
31045,Dawes,(NE),15792,"5,293","17,395","11,344"
31047,Dawson,(NE),20443,"20,004","21,533","20,769"
31049,Deuel,(NE),21243,"20,004","21,533","20,769"
31051,Dixon,(NE),17275,"5,293","17,395","11,344"
31053,Dodge,(NE),18920,"18,752","20,004","19,378"
31055,Douglas,(NE),18898,"18,752","20,004","19,378"
31057,Dundy,(NE),24546,"21,533","36,976","29,255"
31059,Fillmore,(NE),21371,"20,004","21,533","20,769"
31061,Franklin,(NE),20199,"20,004","21,533","20,769"
31063,Frontier,(NE),14730,"5,293","17,395","11,344"
31065,Furnas,(NE),24059,"21,533","36,976","29,255"
31067,Gage,(NE),19124,"18,752","20,004","19,378"
31069,Garden,(NE),23200,"21,533","36,976","29,255"
31071,Garfield,(NE),17092,"5,293","17,395","11,344"
31073,Gosper,(NE),25055,"21,533","36,976","29,255"
31075,Grant,(NE),20000,"18,752","20,004","19,378"
31077,Greeley,(NE),25028,"21,533","36,976","29,255"
31079,Hall,(NE),17963,"17,395","18,752","18,074"
31081,Hamilton,(NE),19561,"18,752","20,004","19,378"
31083,Harlan,(NE),23427,"21,533","36,976","29,255"
31085,Hayes,(NE),20973,"20,004","21,533","20,769"
31087,Hitchcock,(NE),20629,"20,004","21,533","20,769"
31089,Holt,(NE),21005,"20,004","21,533","20,769"
31091,Hooker,(NE),14933,"5,293","17,395","11,344"
31093,Howard,(NE),16276,"5,293","17,395","11,344"
31095,Jefferson,(NE),16459,"5,293","17,395","11,344"
31097,Johnson,(NE),19721,"18,752","20,004","19,378"
31099,Kearney,(NE),22873,"21,533","36,976","29,255"
31101,Keith,(NE),21790,"21,533","36,976","29,255"
31103,Keya Paha,(NE),12959,"5,293","17,395","11,344"
31105,Kimball,(NE),17511,"17,395","18,752","18,074"
31107,Knox,(NE),16390,"5,293","17,395","11,344"
31109,Lancaster,(NE),17769,"17,395","18,752","18,074"
31111,Lincoln,(NE),20013,"20,004","21,533","20,769"
31113,Logan,(NE),16828,"5,293","17,395","11,344"
31115,Loup,(NE),13364,"5,293","17,395","11,344"
31117,McPherson,(NE),11948,"5,293","17,395","11,344"
31119,Madison,(NE),18625,"17,395","18,752","18,074"
31121,Merrick,(NE),18578,"17,395","18,752","18,074"
31123,Morrill,(NE),21866,"21,533","36,976","29,255"
31125,Nance,(NE),20096,"20,004","21,533","20,769"
31127,Nemaha,(NE),24131,"21,533","36,976","29,255"
31129,Nuckolls,(NE),23857,"21,533","36,976","29,255"
31131,Otoe,(NE),23276,"21,533","36,976","29,255"
31133,Pawnee,(NE),17336,"5,293","17,395","11,344"
31135,Perkins,(NE),20943,"20,004","21,533","20,769"
31137,Phelps,(NE),20927,"20,004","21,533","20,769"
31139,Pierce,(NE),21987,"21,533","36,976","29,255"
31141,Platte,(NE),18862,"18,752","20,004","19,378"
31143,Polk,(NE),18901,"18,752","20,004","19,378"
31145,Red Willow,(NE),19168,"18,752","20,004","19,378"
31147,Richardson,(NE),21179,"20,004","21,533","20,769"
31149,Rock,(NE),21458,"20,004","21,533","20,769"
31151,Saline,(NE),18524,"17,395","18,752","18,074"
31153,Sarpy,(NE),18041,"17,395","18,752","18,074"
31155,Saunders,(NE),20704,"20,004","21,533","20,769"
31157,Scotts Bluff,(NE),18878,"18,752","20,004","19,378"
31159,Seward,(NE),19924,"18,752","20,004","19,378"
31161,Sheridan,(NE),20498,"20,004","21,533","20,769"
31163,Sherman,(NE),24668,"21,533","36,976","29,255"
31165,Sioux,(NE),18040,"17,395","18,752","18,074"
31167,Stanton,(NE),16859,"5,293","17,395","11,344"
31169,Thayer,(NE),22071,"21,533","36,976","29,255"
31171,Thomas,(NE),12110,"5,293","17,395","11,344"
31173,Thurston,(NE),23285,"21,533","36,976","29,255"
31175,Valley,(NE),19988,"18,752","20,004","19,378"
31177,Washington,(NE),18719,"17,395","18,752","18,074"
31179,Wayne,(NE),21584,"21,533","36,976","29,255"
31181,Webster,(NE),21420,"20,004","21,533","20,769"
31183,Wheeler,(NE),14423,"5,293","17,395","11,344"
31185,York,(NE),17186,"5,293","17,395","11,344"
35001,Bernalillo,(NM),17772,"17,395","18,752","18,074"
35005,Chaves,(NM),19148,"18,752","20,004","19,378"
35007,Colfax,(NM),15709,"5,293","17,395","11,344"
35009,Curry,(NM),18473,"17,395","18,752","18,074"
35011,De Baca,(NM),16859,"5,293","17,395","11,344"
35015,Eddy,(NM),18908,"18,752","20,004","19,378"
35019,Guadalupe,(NM),16741,"5,293","17,395","11,344"
35021,Harding,(NM),17135,"5,293","17,395","11,344"
35025,Lea,(NM),20454,"20,004","21,533","20,769"
35027,Lincoln,(NM),18626,"17,395","18,752","18,074"
35028,Los Alamos,(NM),12283,"5,293","17,395","11,344"
35033,Mora,(NM),11585,"5,293","17,395","11,344"
35035,Otero,(NM),17265,"5,293","17,395","11,344"
35037,Quay,(NM),18119,"17,395","18,752","18,074"
35039,Rio Arriba,(NM),17759,"17,395","18,752","18,074"
35041,Roosevelt,(NM),19599,"18,752","20,004","19,378"
35047,San Miguel,(NM),18359,"17,395","18,752","18,074"
35049,Santa Fe,(NM),14889,"5,293","17,395","11,344"
35055,Taos,(NM),15502,"5,293","17,395","11,344"
35057,Torrance,(NM),17117,"5,293","17,395","11,344"
35059,Union,(NM),22231,"21,533","36,976","29,255"
40001,Adair,(OK),22558,"21,533","36,976","29,255"
40003,Alfalfa,(OK),18919,"18,752","20,004","19,378"
40005,Atoka,(OK),23887,"21,533","36,976","29,255"
40007,Beaver,(OK),21449,"20,004","21,533","20,769"
40009,Beckham,(OK),18061,"17,395","18,752","18,074"
40011,Blaine,(OK),21732,"21,533","36,976","29,255"
40013,Bryan,(OK),23608,"21,533","36,976","29,255"
40015,Caddo,(OK),25158,"21,533","36,976","29,255"
40017,Canadian,(OK),18359,"17,395","18,752","18,074"
40019,Carter,(OK),21141,"20,004","21,533","20,769"
40021,Cherokee,(OK),21915,"21,533","36,976","29,255"
40023,Choctaw,(OK),21979,"21,533","36,976","29,255"
40025,Cimarron,(OK),24649,"21,533","36,976","29,255"
40027,Cleveland,(OK),19073,"18,752","20,004","19,378"
40029,Coal,(OK),22684,"21,533","36,976","29,255"
40031,Comanche,(OK),18679,"17,395","18,752","18,074"
40033,Cotton,(OK),21132,"20,004","21,533","20,769"
40035,Craig,(OK),21445,"20,004","21,533","20,769"
40037,Creek,(OK),21159,"20,004","21,533","20,769"
40039,Custer,(OK),18170,"17,395","18,752","18,074"
40041,Delaware,(OK),20074,"20,004","21,533","20,769"
40043,Dewey,(OK),20265,"20,004","21,533","20,769"
40045,Ellis,(OK),15898,"5,293","17,395","11,344"
40047,Garfield,(OK),18707,"17,395","18,752","18,074"
40049,Garvin,(OK),21161,"20,004","21,533","20,769"
40051,Grady,(OK),19888,"18,752","20,004","19,378"
40053,Grant,(OK),18866,"18,752","20,004","19,378"
40055,Greer,(OK),20330,"20,004","21,533","20,769"
40057,Harmon,(OK),26965,"21,533","36,976","29,255"
40059,Harper,(OK),17270,"5,293","17,395","11,344"
40061,Haskell,(OK),23331,"21,533","36,976","29,255"
40063,Hughes,(OK),20706,"20,004","21,533","20,769"
40065,Jackson,(OK),20946,"20,004","21,533","20,769"
40067,Jefferson,(OK),22015,"21,533","36,976","29,255"
40069,Johnston,(OK),23882,"21,533","36,976","29,255"
40071,Kay,(OK),19575,"18,752","20,004","19,378"
40073,Kingfisher,(OK),22550,"21,533","36,976","29,255"
40075,Kiowa,(OK),18456,"17,395","18,752","18,074"
40077,Latimer,(OK),23480,"21,533","36,976","29,255"
40079,Le Flore,(OK),23386,"21,533","36,976","29,255"
40081,Lincoln,(OK),20261,"20,004","21,533","20,769"
40083,Logan,(OK),19760,"18,752","20,004","19,378"
40085,Love,(OK),24700,"21,533","36,976","29,255"
40087,McClain,(OK),19776,"18,752","20,004","19,378"
40089,McCurtain,(OK),20861,"20,004","21,533","20,769"
40091,McIntosh,(OK),19901,"18,752","20,004","19,378"
40093,Major,(OK),18357,"17,395","18,752","18,074"
40095,Marshall,(OK),22348,"21,533","36,976","29,255"
40097,Mayes,(OK),22170,"21,533","36,976","29,255"
40099,Murray,(OK),21786,"21,533","36,976","29,255"
40101,Muskogee,(OK),23731,"21,533","36,976","29,255"
40103,Noble,(OK),15661,"5,293","17,395","11,344"
40105,Nowata,(OK),23223,"21,533","36,976","29,255"
40107,Okfuskee,(OK),19212,"18,752","20,004","19,378"
40109,Oklahoma,(OK),19733,"18,752","20,004","19,378"
40111,Okmulgee,(OK),21862,"21,533","36,976","29,255"
40113,Osage,(OK),22072,"21,533","36,976","29,255"
40115,Ottawa,(OK),19823,"18,752","20,004","19,378"
40117,Pawnee,(OK),24654,"21,533","36,976","29,255"
40119,Payne,(OK),18907,"18,752","20,004","19,378"
40121,Pittsburg,(OK),19772,"18,752","20,004","19,378"
40123,Pontotoc,(OK),19965,"18,752","20,004","19,378"
40125,Pottawatomie,(OK),20011,"20,004","21,533","20,769"
40127,Pushmataha,(OK),20523,"20,004","21,533","20,769"
40129,Roger Mills,(OK),16372,"5,293","17,395","11,344"
40131,Rogers,(OK),20555,"20,004","21,533","20,769"
40133,Seminole,(OK),22160,"21,533","36,976","29,255"
40135,Sequoyah,(OK),22930,"21,533","36,976","29,255"
40137,Stephens,(OK),18350,"17,395","18,752","18,074"
40139,Texas,(OK),18834,"18,752","20,004","19,378"
40141,Tillman,(OK),22272,"21,533","36,976","29,255"
40143,Tulsa,(OK),21960,"21,533","36,976","29,255"
40145,Wagoner,(OK),21750,"21,533","36,976","29,255"
40147,Washington,(OK),17218,"5,293","17,395","11,344"
40149,Washita,(OK),19394,"18,752","20,004","19,378"
40151,Woods,(OK),15443,"5,293","17,395","11,344"
40153,Woodward,(OK),18675,"17,395","18,752","18,074"
46003,Aurora,(SD),15601,"5,293","17,395","11,344"
46005,Beadle,(SD),17432,"17,395","18,752","18,074"
46007,Bennett,(SD),26864,"21,533","36,976","29,255"
46009,Bon Homme,(SD),21082,"20,004","21,533","20,769"
46011,Brookings,(SD),17256,"5,293","17,395","11,344"
46015,Brule,(SD),18415,"17,395","18,752","18,074"
46017,Buffalo,(SD),23658,"21,533","36,976","29,255"
46023,Charles Mix,(SD),19919,"18,752","20,004","19,378"
46027,Clay,(SD),17636,"17,395","18,752","18,074"
46033,Custer,(SD),16369,"5,293","17,395","11,344"
46035,Davison,(SD),17864,"17,395","18,752","18,074"
46043,Douglas,(SD),18599,"17,395","18,752","18,074"
46047,Fall River,(SD),21346,"20,004","21,533","20,769"
46053,Gregory,(SD),27386,"21,533","36,976","29,255"
46055,Haakon,(SD),17732,"17,395","18,752","18,074"
46059,Hand,(SD),23842,"21,533","36,976","29,255"
46061,Hanson,(SD),14990,"5,293","17,395","11,344"
46065,Hughes,(SD),15358,"5,293","17,395","11,344"
46067,Hutchinson,(SD),22166,"21,533","36,976","29,255"
46069,Hyde,(SD),16155,"5,293","17,395","11,344"
46071,Jackson,(SD),25806,"21,533","36,976","29,255"
46073,Jerauld,(SD),24418,"21,533","36,976","29,255"
46075,Jones,(SD),17070,"5,293","17,395","11,344"
46077,Kingsbury,(SD),19265,"18,752","20,004","19,378"
46079,Lake,(SD),17426,"17,395","18,752","18,074"
46081,Lawrence,(SD),15220,"5,293","17,395","11,344"
46083,Lincoln,(SD),18424,"17,395","18,752","18,074"
46085,Lyman,(SD),14777,"5,293","17,395","11,344"
46087,McCook,(SD),21418,"20,004","21,533","20,769"
46093,Meade,(SD),17619,"17,395","18,752","18,074"
46095,Mellette,(SD),24361,"21,533","36,976","29,255"
46097,Miner,(SD),16780,"5,293","17,395","11,344"
46099,Minnehaha,(SD),18131,"17,395","18,752","18,074"
46101,Moody,(SD),16650,"5,293","17,395","11,344"
46103,Pennington,(SD),17383,"5,293","17,395","11,344"
46111,Sanborn,(SD),9955,"5,293","17,395","11,344"
46102,Oglala Lakota,(SD),32658,"21,533","36,976","29,255"
46117,Stanley,(SD),14193,"5,293","17,395","11,344"
46121,Todd,(SD),31204,"21,533","36,976","29,255"
46123,Tripp,(SD),19168,"18,752","20,004","19,378"
46125,Turner,(SD),16662,"5,293","17,395","11,344"
46127,Union,(SD),17538,"17,395","18,752","18,074"
46135,Yankton,(SD),15493,"5,293","17,395","11,344"
48003,Andrews,(TX),21858,"21,533","36,976","29,255"
48009,Archer,(TX),19557,"18,752","20,004","19,378"
48011,Armstrong,(TX),16571,"5,293","17,395","11,344"
48017,Bailey,(TX),21008,"20,004","21,533","20,769"
48023,Baylor,(TX),26240,"21,533","36,976","29,255"
48033,Borden,(TX),16410,"5,293","17,395","11,344"
48037,Bowie,(TX),22894,"21,533","36,976","29,255"
48045,Briscoe,(TX),19691,"18,752","20,004","19,378"
48059,Callahan,(TX),22142,"21,533","36,976","29,255"
48063,Camp,(TX),22319,"21,533","36,976","29,255"
48065,Carson,(TX),21552,"21,533","36,976","29,255"
48067,Cass,(TX),22727,"21,533","36,976","29,255"
48069,Castro,(TX),22957,"21,533","36,976","29,255"
48075,Childress,(TX),22228,"21,533","36,976","29,255"
48077,Clay,(TX),23961,"21,533","36,976","29,255"
48079,Cochran,(TX),16110,"5,293","17,395","11,344"
48085,Collin,(TX),20706,"20,004","21,533","20,769"
48087,Collingsworth,(TX),25953,"21,533","36,976","29,255"
48097,Cooke,(TX),21985,"21,533","36,976","29,255"
48101,Cottle,(TX),27947,"21,533","36,976","29,255"
48107,Crosby,(TX),22595,"21,533","36,976","29,255"
48111,Dallam,(TX),23716,"21,533","36,976","29,255"
48113,Dallas,(TX),23780,"21,533","36,976","29,255"
48115,Dawson,(TX),21319,"20,004","21,533","20,769"
48117,Deaf Smith,(TX),19124,"18,752","20,004","19,378"
48119,Delta,(TX),20556,"20,004","21,533","20,769"
48121,Denton,(TX),21546,"21,533","36,976","29,255"
48125,Dickens,(TX),27183,"21,533","36,976","29,255"
48129,Donley,(TX),23204,"21,533","36,976","29,255"
48133,Eastland,(TX),22965,"21,533","36,976","29,255"
48139,Ellis,(TX),21680,"21,533","36,976","29,255"
48143,Erath,(TX),20285,"20,004","21,533","20,769"
48147,Fannin,(TX),22928,"21,533","36,976","29,255"
48151,Fisher,(TX),20410,"20,004","21,533","20,769"
48153,Floyd,(TX),22221,"21,533","36,976","29,255"
48155,Foard,(TX),29237,"21,533","36,976","29,255"
48159,Franklin,(TX),20251,"20,004","21,533","20,769"
48165,Gaines,(TX),21040,"20,004","21,533","20,769"
48169,Garza,(TX),24200,"21,533","36,976","29,255"
